text,label
"(2,−2) is reversed to (−2,2). On a combination like v = (2,2)+",vector spaces
"41. Let P = (1,0,−1), Q = (1,1,1), and R = (2,2,1). Choose S so that PQRS is a",determinants
. Find the complete,vector spaces
23. Solve for the columns of A−1 =,gauss elim
"gate of 3+3i. In every case, aij = a ji.",eigenvec_val
"(c) (1,2,2), (−1,2,1), (0,8,0).",vector spaces
We hope and expect that,gauss elim
two in Rn. That will complete the fundamental theorem of linear algebra.,orthogonality
"7. Comparing the eigenvalues of ATA and AAT, prove that ∥A∥ = ∥AT∥.",computations
much good for a large matrix; the computer can probably ﬁnd the eigenvalues with more,eigenvec_val
3 9 0 1,gauss elim
2x2. The factor λ k,eigenvec_val
column j of AB = A times (column j of B),gauss elim
matrix be symmetric? Can it be invertible?,gauss elim
determined by the submatrix Ak in the upper left corner of A. The remaining rows and,determinants
The separation into Factor and Solve means that a series of b’s can be processed. The,gauss elim
"ples. It will become the basis for half of this book, simplifying a matrix so that we can",gauss elim
. These diagonal matrices B form a two-,eigenvec_val
11. Describe the subspace of R3 (is it a line or a plane or R3?) spanned by,vector spaces
Then describe all matrices that diagonalize A−1.,eigenvec_val
"The problem in linear programming is to locate that cornet For this, calculus is not",linear_prog
1. S = diagonal part of A (Jacobi’s method).,computations
3.5 The Fast Fourier Transform,orthogonality
The solution to a difference equation uk+1 = Auk is uk = Aku0.,eigenvec_val
and much more “abstract” deﬁnition of the transpose:,orthogonality
(c) If A is invertible then A−1 is invertible.,gauss elim
Our other question is very practical. How many separate arithmetical operations does,gauss elim
"This may seem like a total stalemate, but I hope you will not be fooled. The optimal",linear_prog
in the next section. And the simplex method remains tremendously valuable. like the,linear_prog
"instead of a real orthogonal Q, and with 8i and −i on the diagonal of Λ.",eigenvec_val
"8. Find all the odd permutations of the numbers {1,2,3,4}. They come from an odd",determinants
"of them must be the optimal vector (unless the minimum cost is −∞). The other three,",linear_prog
analogue (5). We multiplied through by h2 to reach n equations Au = b:,gauss elim
"41. True or false, with a good reason:",eigenvec_val
longest computation. For this A we know the λ’s are all positive:,pos_def_matrices
"(b) Move the third vertex to C = (1,−4) and justify the formula",determinants
3] is positive. The stopping test is passed. The corner,linear_prog
"to U, brings back A:",gauss elim
jection onto the space spanned by the preceding rows—leaving a perpendicular “height,determinants
(a) Column space contains,orthogonality
14. Describe the smallest subspace of the 2 by 2 matrix space M that contains,vector spaces
"(b) Write an orthonormal basis for V⊥, and ﬁnd the projection matrix P1 that projects",orthogonality
30. If Ax is in the nullspace of AT then Ax = 0. Reason: Ax is also in the,orthogonality
"changes only the zeros below the 1. This part has only n − j components, so the count",gauss elim
No pivot in column 2,vector spaces
(a) the big formula (6)?,determinants
systems have exactly the same solution x.,gauss elim
completed to full duality.,linear_prog
notice that we still have QTQ = I. So QT is still the left-inverse of Q.,orthogonality
The Finite Element Method,pos_def_matrices
vector space containing both P and L is either,vector spaces
both equal I. Two steps will work for any normal matrix:,eigenvec_val
losing independence. A basis is also a minimal spanning set. It cannot be made smaller,vector spaces
"We now introduce matrix notation to describe the original system, and matrix mul-",gauss elim
(c) All skew-symmetric matrices (AT = −A).,vector spaces
"hopeless when squared, but SΛS−1 is perfect. The square is SΛ2S−1, and the eigenvec-",eigenvec_val
"y′′, and Cooley and Tukey noticed how it could be done:",orthogonality
(d) A Markov matrix.,eigenvec_val
"Now comes the ﬁnal step, to allow nonzeros away from the diagonal of A.",pos_def_matrices
The Nullspace of A,vector spaces
"cofactors are zero, is A sure to be invertible?",determinants
c0 +ic1 +i2c2 +i3c3,orthogonality
"whole class, corresponding to all complex numbers. The matrices are called “normal”.",eigenvec_val
relation between these two methods. More complicated ﬁnite elements—polynomials of,pos_def_matrices
"If xTy > 0, their angle is less than 90°. If xTy < 0, their angle is greater than",orthogonality
"eigenvectors, so they are not diagonalizable. Certainly they have to be discussed, but we",eigenvec_val
row i of AB = (row i of A) times B.,gauss elim
Problems 22–28 use the rules to compute speciﬁc determinants.,determinants
xn. The scaling factors αk will approach λn.,computations
Differentiation and integration are inverse operations. Or at least integration followed,vector spaces
The whole point of overrelaxation is to discover this optimal ω. The product of the,computations
"could have received more ﬂow! Every edge across the cut must he ﬁlled, or extra ﬂow",linear_prog
formula is again pretty well known (it has six terms):,determinants
"rows of A. With right angles, these rows are orthogonal and AAT is diagonal:",determinants
"This formula is dimensionally correct; if we double the length of b, then both numerator",orthogonality
"that a zero can appear in a pivot position, even if the original coefﬁcient in that place",gauss elim
(b) A multiplies an n by p matrix B? Then AB is m by p.,gauss elim
Now we try to explain how these ideas can be applied.,pos_def_matrices
"As θ → 0, the only eigenvector of the nondiagonalizable matrix",eigenvec_val
x + 7y − 6z =,gauss elim
"2(1,1,1,1) and u =",pos_def_matrices
We cannot ask A−1 to bring back a whole nullspace out of the zero vector.,orthogonality
Do they span the space of all 5 by 5 matrices? No need to write them all down.,vector spaces
Figure 5.3: The slow and fast modes of oscillation.,eigenvec_val
"(B) From B to J, the job is to transpose the matrix. A permutation does that:",eigenvec_val
when the rows are divided by the pivots.,gauss elim
"(b) If A is 8 by 10 with a two-dimensional nullspace, show that Ax = b can be solved",vector spaces
P1P2 is what it is.,orthogonality
"If b belongs to the column space, the solutions of Ax = b are easy to ﬁnd. The last",vector spaces
c1 = 3 and all other ci = 0; this is a nontrivial combination that produces zero.,vector spaces
"(b) Now suppose y = (1,0,0,0), and ﬁnd c.",orthogonality
(a) Show that Pu = u. Then u is an eigenvector with λ = 1.,eigenvec_val
1.6 Inverses and Transposes,gauss elim
"stituting into the second equation, we ﬁnd v = 1. Then the ﬁrst equation gives u = 1.",gauss elim
"The example keeps all three columns e1, e2, e3, and operates on rows of length six:",gauss elim
"bers will reappear: The circling solution is u(t) = (cost,sint).",eigenvec_val
tion is called the Fast Fourier Transform.,orthogonality
0 0 0 c,determinants
"4 belong in the fourth row and column, which are deleted when column 4 is removed",vector spaces
That is a column times a row—a square matrix—divided by the number aTa.,orthogonality
vTATAv j = σ2,pos_def_matrices
"(b) F = (x2 −2x)cosy, with stationary point at x = 1, y = π.",pos_def_matrices
5 by 5 “alternating matrix” and guess its inverse:,gauss elim
"complex numbers a + ib. A nonnormal matrix without orthogonal eigenvectors belongs to none of these classes,",eigenvec_val
"easily ﬁxed by exchanging them, or the equations don’t have a unique solution.",gauss elim
"9. Suppose the permutation P takes (1,2,3,4,5) to (5,4,1,2,3).",determinants
error vector e = b−A�x must be in the nullspace of AT:,orthogonality
"(5,0,0) and (0,10,0) and (0,0,10), twice as far from the origin—which is the center",gauss elim
"minant, detA and |A|.) Properties 4–10 will be deduced from the previous ones. Every",determinants
Section 8.3 has something new in this fourth edition. The simplex method is now,linear_prog
formula or pivots should give some upper bound on the determinant.,determinants
"the components of y are 5, −2, 1. This is the same combination as in b3 −2b2 +5b1 on",vector spaces
"36. For the closest cubic b = C +Dt +Et2 +Ft3 to the same four points, write the four",orthogonality
6.3 Singular Value Decomposition,pos_def_matrices
det(K −λI) = λ 2 +1.,eigenvec_val
1.1 (a) Write down the 3 by 3 matrices with entries,gauss elim
"S is also called a preconditioner, and its choice is crucial in numerical analysis.",computations
"tions are vitally important to the theory of linear algebra, and absolutely central to the",orthogonality
Ib = b is the matrix analogue of multiplying by 1. A typical elimination step,gauss elim
The Cost of Elimination,gauss elim
|µ −λ| ≤ ∥S∥∥S−1∥∥E∥ = c(S)∥E∥.,computations
2. Use the cofactor matrix C to invert these symmetric matrices:,determinants
"As w approaches n, the matrix becomes full, and the count is roughly n3. For an exact",gauss elim
"2. Modify a11 in equation (6) from a11 = 2 to a11 = 1, and ﬁnd the LDU factors of this",gauss elim
2.4 The Four Fundamental Subspaces,vector spaces
"this section is to ﬁnd the minimum principle that is equivalent to Ax = b, and the",pos_def_matrices
(# of nodes)−(# of edges)+(# of loops) = (n)−(m)+(m−n+1) = 1.,vector spaces
"The factor eλt is common to every term, and can be removed. This cancellation is the",eigenvec_val
". In letters, L multiplies",gauss elim
inequalities. When is the feasible set empty (no x)?,linear_prog
"approximately ω − 1 = 1.07, which is a major reduction from the Gauss-Seidel value",computations
equality is achieved by the right ﬂow and the right cut.,linear_prog
"This leaves only one more change in notation, condensing two symbols into one.",eigenvec_val
2uv + 2v2 = 1 to a sum of squares by ﬁnding the,pos_def_matrices
automatically means summation. He wrote aijx j or even a j,gauss elim
computed value. One standard procedure is to factor A − αI into LU and to solve,computations
The equality constraints are now Ax = b. The n + m inequalities become just x ≥ 0.,linear_prog
distinct—then its n eigenvectors are automatically independent (see 5D below). There-,eigenvec_val
Problems 23–29 are about A = SΛS−1 and Ak = SΛkS−1,eigenvec_val
P = A(ATA)−1AT for A = [a1 a2],orthogonality
"ertheless, it is the most important property a transformation can have1. Of course most",vector spaces
4.4 Applications of Determinants,determinants
"able equations Ax = b in three unknowns x = (C,D,E). Set up the three normal",orthogonality
2x + y = 6,linear_prog
point of view it was very satisfactory; the four subspaces were computable and their,vector spaces
22. Prove that 4 is the largest determinant for a 3 by 3 matrix of 1s and −1s.,determinants
complement is a whole line.,orthogonality
"quadrant b ≥ 0. For every other b, the alternative must hold for some y:",linear_prog
6+1 = 7. Is this total of 7 achievable? What is the maximal ﬂow from left to right?,linear_prog
12. Suppose there are three major centers for Move-It-Yourself trucks. Every month half,eigenvec_val
42. Find a basis for the space of polynomials p(x) of degree ≤ 3. Find a basis for the,vector spaces
(b) Write down a 4 by 4 skew-symmetric matrix with detK not zero.,determinants
nonlinear optimization problems as well.,linear_prog
"To ﬁnd the most general solution to Rx = 0 (or, equivalently, to Ax = 0) we may assign",vector spaces
����� = λ 2 −7λ +10−|3−3i|2,eigenvec_val
Projections and Least Squares,orthogonality
0 1 · 0,orthogonality
What theorem does this prove about the fundamental subspaces?,orthogonality
(I′) xTAx ≥ 0 for all vectors x (this deﬁnes positive semideﬁnite).,pos_def_matrices
1.25 What multiple of row 2 is subtracted from row 3 in forward elimination of A?,gauss elim
"36. If A = SΛS−1, diagonalize the block matrix B =",eigenvec_val
The basic operation on a quadratic form is to change variables. A new vector y is,pos_def_matrices
"diagonal, and the problem is to ﬁnd the eigenvalues for which A − λI is singular. The",determinants
"insigniﬁcant, and the ratio F1001/F1000 must be very close to (1+",eigenvec_val
The reason is that each elementary operation leaves the row space unchanged. The rows,vector spaces
"The entry 17 is (2)(1)+(3)(5), the inner product of the ﬁrst row of A and ﬁrst column",gauss elim
Matrices and Gaussian Elimination,gauss elim
"candidates t. Therefore |λ| cannot exceed λ1, which was tmax.",eigenvec_val
25. Which subspaces are the same for these matrices of different sizes?,vector spaces
The same reasoning applied to AT produces the dual result: The left nullspace N(AT),orthogonality
1 3 0 -1,vector spaces
n − p + n − q ≤ n. (We again assume no zero eigenvalues—which are handled,pos_def_matrices
"If egg is the ﬁrst free variable, then increasing the ﬁrst component of xN to δ will increase",linear_prog
also as d1v1 +d2v2. Check numerically that M connects c to d: Mc = d.,eigenvec_val
"The transposes turn up in reverse order on the right side, just as the inverses do in the",orthogonality
"ables) are a basis for the column space. These columns are independent, and it is easy",vector spaces
∥A−1∥2 = λmin(ATA) ≈ 0.382,computations
"differential equation takes an inﬁnite number of inﬁnitesimal steps, but the two theories",eigenvec_val
Figure 6.3: The pseudoinverse A+ inverts A where it can on the column space.,pos_def_matrices
"Repeat the computation with c = (0,1,0,1,0,1,0,1).",orthogonality
"stretching from rotation, and that is exactly what QS achieves. The orthogonal matrix",pos_def_matrices
"the ideal case, the difference b in the score would exactly equal the difference xh −xv in",vector spaces
"(b) If Ax = 0 and Az = 5z, which subspaces contain these “eigenvectors” x and z?",orthogonality
vectors in the nullspace of A−λI (which we call the eigenspace) will satisfy Ax = λx.,eigenvec_val
from equation (10) below.,computations
"is zero in the (2,1) position.",computations
"orthogonal axes (by Gram-Schmidt). We look for combinations of 1, x, and x2 that are",orthogonality
"or questionnaires, and it contains too many errors to be found in the subspace S. When",orthogonality
C−1y+Ax = b above ATy = f:,vector spaces
2.2 Solving Ax = 0 and Ax = b,vector spaces
"example, probably the determinant test is the easiest:",pos_def_matrices
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
"4.9 If P1 is an even permutation matrix and P2 is odd, deduce from P1 + P2 = P1(PT",determinants
"j = 0 (omission from the diet). That is the key to y∗Ax∗ = cx∗, which we",linear_prog
"If A is symmetric positive deﬁnite, then P(x) = 1",pos_def_matrices
"(b) v = (3,1).",vector spaces
∥Ax∥/∥x∥ may be found at a vector x that is not one of the eigenvectors. This maximum,computations
"dimensions, and an ellipsoid in n dimensions.",pos_def_matrices
A = QΛQT = (Q,pos_def_matrices
(a) What is the rank of A?,vector spaces
"the lower triangular part of A. On the right-hand side, T is strictly upper triangular.",computations
1.2 The Geometry of Linear Equations,gauss elim
"U to u.) If A = I and b = (1,0,0), which multiple of V = (1,1,1) gives the smallest",pos_def_matrices
21. Suppose detA = 1 and you know all the cofactors. How can you ﬁnd A?,determinants
30. (Calculus question) Show that the partial derivatives of ln(detA) give A−1:,determinants
2(x2 +2bxy+9y2)−y for b in this range.,pos_def_matrices
(d) All rows of BA are the same as row 1 of A.,gauss elim
22. Write down the 3 by 3 matrices that produce these elimination steps:,gauss elim
The whole point is to see the analogy with projections. The component of the vector,orthogonality
imagine the geometry (and gets it right),gauss elim
Chapter 1 Matrices and Gaussian Elimination,gauss elim
"tion). What is the rank, and a particular solution?",vector spaces
difference should be odd.,determinants
"There are other “dual” theorems, of which we mention only one. We can start with a",vector spaces
"Here c is cosθ, s is sinθ, and c2 + s2 = 1 in the denominator. This matrix P was dis-",orthogonality
the shortest distance and the longest distance:,pos_def_matrices
16. If A = SΛS−1 then A3 = (,eigenvec_val
(a) A is invertible.,eigenvec_val
rates of the solutions stay ﬁxed when the equations change form. It seems to us that,eigenvec_val
The power method is reasonable only for a matrix that is large and sparse. When too,computations
"the same plane as a, b. The third vectors c and q3 were not involved until step 3.",orthogonality
"correct replacement for the condition ∂ 2F/∂x2 > 0? With only one variable, the sign of",pos_def_matrices
of the (rare) counterexamples to convergence (so we shift).,computations
we get at the minimum of Q? What are these equations called in the theory of least,pos_def_matrices
"Writing C for R−1, and multiplying through by (RT)−1 = CT, this becomes a standard",pos_def_matrices
weight w1 approaches zero? The measurement b1 is totally unreliable.,orthogonality
0 0 1 0,eigenvec_val
and the number of operations required to compute it is of order n3.,computations
the Gauss-Jordan computation of A−1.,determinants
"return ﬂow x61 (dotted line), we maximize the total ﬂow into the sink.",linear_prog
Notice that the product of lower triangular matrices is again lower triangular.,gauss elim
41. Find the weighted least-squares solution �xW to Ax = b:,orthogonality
"negative steak or peanut butter.) This is the feasible set, and me p1001cm is to minimize",linear_prog
"This test b1 + b2 + b3 = 0 makes b orthogonal to y = (1,1,1) in the left nullspace. By",orthogonality
39. Explain why all these statements are false:,vector spaces
both cases we cannot continue without a decent notation (matrix notation) and a decent,gauss elim
Our second goal is to ﬁnd a minimization problem equivalent to Ax = λx. That is not so,pos_def_matrices
Or the bank can switch to a differential equation—the limit of the difference equation,eigenvec_val
A−λI has λ 2 (and no higher power of λ) in its determinant.,eigenvec_val
"This is an enormous number, and F1001 will be even bigger. The fractions are becoming",eigenvec_val
"(b) Construct a 3 by 3 system that needs a row exchange to keep going, but breaks",gauss elim
vector of length ∥y∥ connecting x to x + y. The third side of the triangle goes,orthogonality
"row space, and the Gram-Schmidt process is not just a proof that every subspace has an",computations
Chapter 2 Vector Spaces,vector spaces
the rank and why? The columns of A are linearly,vector spaces
"bor is in limited supply and ought to be minimized. And, of course, the economy is not",eigenvec_val
The fundamental theorem of linear algebra was in Figure 3.4. Every p in the column,pos_def_matrices
mesh points. This agrees with the exact solution u(x) = x−x2 = 1,pos_def_matrices
"leaving variables have to be chosen, and they have to be made to come and go. One",linear_prog
|ai j| = ri.,computations
"Every diagonal entry aii must be positive. As we know from the examples, however,",pos_def_matrices
The right-hand side has an extra −2xiyi from each (xi −yi)2:,orthogonality
2 times the ﬁrst component of b was subtracted from the second component. The same,gauss elim
The goal of this section is to explain and use four ideas:,vector spaces
"(a) the vectors (1,3,2), (2,1,3), and (3.2,1).",vector spaces
is not diagonalizable because the rank of A − 3I is,eigenvec_val
row i of UH times column j of U is 1,eigenvec_val
Draw a graph representing each equation as a straight line in the x-y plane; the lines,gauss elim
"straint x+2y ≥ 4 is converted into w ≥ 0, which matches perfectly the other inequality",linear_prog
"Split x = (3,3,3) into a row space component xr and a nullspace component xn.",orthogonality
I think it is time to stop and call the list complete. It only remains to ﬁnd a deﬁnite,determinants
"dicular to the line). In that eigenvector basis, the matrix is diagonal:",eigenvec_val
"4. The right-hand side must satisfy b3 + b5 = b4, for elimination to arrive at 0 = 0. To",vector spaces
Chapter 2 Vector Spaces,vector spaces
"13. If the sum of the “vectors” f(x) and g(x) in F is deﬁned to be f(g(x)), then the “zero",vector spaces
"eigenvalues and eigenvectors are complex, as they are for the rotation Q.",eigenvec_val
genuine application. It did not show how fundamental those subspaces really are.,vector spaces
projection with λ = 0 and 0.,eigenvec_val
A and B multiply the columns in B and C. Then the key property is this:,gauss elim
"the basis might change without actually moving from the corner. In theory, we could",linear_prog
"(a) (1,1,1) is perpendicular to (1,1,−2), so the planes x+y+z = 0 and x+y−2z =",orthogonality
1.4 Matrix Notation and Matrix Multiplication,gauss elim
"2.1). This is the thin set of attainable b. If b lies off the plane, then it is not a combination",vector spaces
tation for formula (4): Every vector b is the sum of its one-dimensional projections onto,orthogonality
14. Show that x−y is orthogonal to x+y if and only if ∥x∥ = ∥y∥.,orthogonality
that is closer to b than any other point in the column space.,orthogonality
That is the eigenvalue equation. In matrix form it is Ax = λx. You can see it again if we,eigenvec_val
(a) How do you know that the rows are linearly dependent?,determinants
The Rayleigh quotient in equation (11) is never below λ1 and never above λn (the largest,pos_def_matrices
"[−1 2 2]. The multiple of that row that satisﬁes the equation is x+ = (−2,4,4). There",pos_def_matrices
"into LDLT, and connect the entries in D and L to 3, 2, 4 in f.",pos_def_matrices
"4. If a, d, f in Problem 3 are all nonzero, show that the only solution to Ux = 0 is x = 0.",vector spaces
"in the direction of the last eigenvector xn: if b = xn, then x = A−1b = b/λn.",computations
"determinant is zero? Are the vectors (1,0,−1), (2,1,0), (1,1,1) independent?",determinants
is no possibility of returning to anything more expensive. Eventually a special corner is,linear_prog
of the input t. We look for a straight line b = C +Dt. For example:,orthogonality
not exist; in the second case x is not unique. Probably both difﬁculties are present.,vector spaces
"11. For the matrix P = I − AT(AAT)−1A, show that if x is in the nullspace of A, then",linear_prog
3.4 Orthogonal Bases and Gram-Schmidt,orthogonality
"every case we have Jordan’s similarity A = MJM−1, so now we need the powers of J:",eigenvec_val
"V = P3 into W = P4, so we need a basis for W. The natural choice is y1 = 1, y2 = t,",vector spaces
Please look again at this complete solution to Rx = 0 and Ax = 0. The special solution,vector spaces
Figure 3.8: Projection onto the column space of a 3 by 2 matrix.,orthogonality
"ation (a division by the last pivot). The second to last unknown requires two operations,",gauss elim
Find a vector in both column spaces C(A) and C(B):,orthogonality
"17. If the right side b is the last column of A, solve the 3 by 3 system Ax = b. Explain",determinants
0 1 0 0,determinants
Chapter 2 Vector Spaces,vector spaces
When b2 = 2b1 there are inﬁnitely many solutions. A particular solution to,vector spaces
A�x. Why is p = b?,orthogonality
"forward elimination, The diagonal entries of U are the pivots.",gauss elim
"contains aij = 0 if the ith woman and jth man are not compatible, and aij = 1 if they are",linear_prog
3. A reﬂection matrix transforms every vector into its image on,vector spaces
"in double precision, but a better and faster way is iterative reﬁnement: Compute only",computations
1.2 The Geometry of Linear Equations,gauss elim
Figure 3.12: Flow graph for the Fast Fourier Transform with n = 4.,orthogonality
"by working with the coordinates of the point. We can write the vector in a column, or",gauss elim
"(c) If S and T are subspaces of R5, their intersection S ∩ T (vectors in both sub-",vector spaces
Projection: P = P2 = PT,eigenvec_val
"(b) SubstitutingU−1AU for T, deduce the famous Cayley-Hamilton theorem: Every",eigenvec_val
"Figure 2.6: A directed graph (5 edges, 4 nodes, 2 loops) and its incidence matrix A.",vector spaces
computer cannot solve it exactly. It has to be approximated by a discrete problem—the,gauss elim
Chapter 6 Positive Deﬁnite Matrices,pos_def_matrices
"1.19 What subspace of 3 by 3 matrices is spanned by the elementary matrices Eij, with",vector spaces
"simple. The right basis led to B, which was diagonal.",eigenvec_val
21 to factor A into LU where L =,gauss elim
"2b2 +5b1 = 0. Even though there are more unknowns than equations, there may be no",vector spaces
"54. If you multiply a northwest matrix A and a southeast matrix B, what type of matri-",gauss elim
32. Find the dimensions of these vector spaces:,vector spaces
also to transposes. In Chapter 1 the transpose was constructed by ﬂipping over a matrix,orthogonality
"of order 10−9. With n = 100 unknowns and c = 5000, the error is ampliﬁed at most to",computations
"these terms together as a11C11, where the coefﬁcient of a11 is a smaller determinant—",determinants
. Multiply E31 by R31.,gauss elim
"This law applies equally to AT, which has m columns. AT is just as good a matrix as A.",vector spaces
"The second cofactor C12 is a23a31 −a21a33, which is detM12 times −1. This same tech-",determinants
eigenvectors. All eigenvalues satisfy |λ| = 1.,eigenvec_val
just adds the vectors (do it graphically).,gauss elim
"mal. Similarly, any x that achieves the cost cx = yb must be an optimal x∗.",linear_prog
0 1 2 0 0 1,gauss elim
factor tI +(1−t)R has positive diagonal. That ends the proof.,pos_def_matrices
Remark 2. The diagonalizing matrix S is not unique. An eigenvector x can be multiplied,eigenvec_val
"nodes are each connected to an eleventh node in the center, then 11−20+10 is still 1.",vector spaces
40. Construct any 2 by 3 matrix of rank 1. Copy Figure 2.5 and put one vector in each,vector spaces
"every three turns, and the willow is 13:5. The champion seems to be a sunﬂower whose",eigenvec_val
The left nullspace is the orthogonal complement of the column space in Rm.,orthogonality
matrices A1 and A2:,pos_def_matrices
"Example 3. If K is rotation through 90°, then K2 is rotation through 180° (which means",eigenvec_val
Example 2. x =,eigenvec_val
"x = b1 may be obtained from a more accurate scale—or, in a statistical problem, from a",orthogonality
"is subtracted from row 2. We can change the parallelogram to a rectangle, where it is",determinants
"The three inequalities give three slack variables, with new equations like w = x −z and",linear_prog
column space. Those spaces have dimensions (n−r)+r = n. So why doesn’t every,eigenvec_val
"Canceling eiωt, and writing λ for ω2, this is an eigenvalue problem:",pos_def_matrices
A2x = Aλx = λAx = λ 2x.,eigenvec_val
"If football were perfectly consistent, we could assign a “potential” x j to every team.",vector spaces
"diagonal, you see the invertible submatrix holding the r nonzeros.",orthogonality
. Find detATA and detA.,determinants
We show later that ATA is also positive deﬁnite (all pivots and eigenvalues are positive).,orthogonality
moment. At ε = 0 they must still be nonnegative.,pos_def_matrices
"The main point is this: If elimination can be completed with the help of row exchanges,",gauss elim
"tracting multiples of column 2 and then of column 1, we reach a matrix that is certainly",gauss elim
"potentials? Certainly Ax = b is unsolvable if Harvard beats Yale, Yale beats Princeton,",vector spaces
u(t) = SeΛtS−1u0 = c1egl1tx1 +···+cneglntxn.,eigenvec_val
6.5 The Finite Element Method,pos_def_matrices
31. For the semideﬁnite matrices,pos_def_matrices
"42. The cosine is less than 1, because b is not parallel to a.",orthogonality
The duality theorem settles the competition between the grocer and the druggist. The,linear_prog
"loose, and the key rule makes economic sense:",linear_prog
matrix satisﬁes its own characteristic equation. For 3 by 3 this is (A−λ1I)(A−,eigenvec_val
"a matrix B contains only a single column x, the matrix-matrix product AB should be",gauss elim
1.4 Matrix Notation and Matrix Multiplication,gauss elim
"3.21 Try to ﬁt a line b =C+Dt through the points b = 0, t = 2, and b = 6, t = 2, and show",orthogonality
(c) The number of columns minus the number of free columns.,vector spaces
17. (Suggested by Moler and Van Loan) Compute b−Ay and b−Az when,computations
line (a constant function y = C) is their average,orthogonality
10. Find two independent vectors on the plane x+2y−3z−t = 0 in R4. Then ﬁnd three,vector spaces
The Fast Fourier Transform,orthogonality
(b) Show that the nullspace you just computed is orthogonal to C(AH) and not to,eigenvec_val
"15. If the columns of A are linearly independent (A is m by n), then the rank is",vector spaces
length: ∥x∥2 = |x1|2 +···+|xn|2,eigenvec_val
u(t) = eAtu(0) = SeΛtS−1u(0).,eigenvec_val
25. Suppose the columns of a 5 by 5 matrix A are a basis for R5.,vector spaces
"vectors go into the columns of A. In that case we need A−1, which takes work. In the",orthogonality
"entry becomes the needed pivot, and elimination can get going again:",gauss elim
discarding small pivots is not the answer. Consider the following:,pos_def_matrices
"15. On the space of 2 by 2 matrices, let T be the transformation that transposes every",eigenvec_val
[A][B]. The rule for multiplying matrices in Chapter 1 was totally determined by this,vector spaces
origin can be shifted by ¯t. Instead of y = C+Dt we work with y = c+d(t − ¯t). The best,orthogonality
"equation in Ux = c is 0 = 0. To the free variables v and y, we may assign any values,",vector spaces
(a) QTAQ is a diagonal matrix.,pos_def_matrices
"concentrations, superdecay is impossible and the limiting rate must be e−t. The solution",eigenvec_val
ﬁnd its Jordan form (two blocks).,eigenvec_val
eigenvalue λ = π2?,pos_def_matrices
tainly unit vectors and certainly orthogonal—because the 1 appears in a different place,orthogonality
Prove this by using the original equation for the λ’s (multiply it by λ k). Then any,eigenvec_val
(a) a rank one matrix,determinants
1. Factor the following matrices into SΛS−1:,eigenvec_val
15. v+w and v−w are combinations of v and w. Write v and w as combinations of v+w,vector spaces
"Suppose we use ω rather than λ, and write these special solutions as u = eiωtx. Sub-",eigenvec_val
(trace)2 −4(det) = (a+d)2 −4(ad −b2) = (a−d)2 +4b2 ≥ 0.,eigenvec_val
"24. For the permutation of Example 6, write out the circulant matrix C = c0I + c1P +",eigenvec_val
from A (making ATCA invertible). The 4 by 4 matrix would have all rows and columns,vector spaces
The only combination of the v’s producing zero has all ci = 0: independence!,orthogonality
"principal stays ﬁnite, even when it is compounded every instant—and the improvement",eigenvec_val
C−1y + Ax =,vector spaces
orthogonal to a1? Factor,orthogonality
2 3 4 1,vector spaces
(ii) The price is y∗,linear_prog
The Four Fundamental Subspaces,vector spaces
amounts to the rows of AT weighted by the ﬁrst row of BT. That is exactly the ﬁrst row,gauss elim
Step 2 computes the coefﬁcients Aij =,pos_def_matrices
"up the 3 by 3 transition matrix A, and ﬁnd the steady state u∞ corresponding to the",eigenvec_val
"(b) In terms of u, v, w, describe the nullspace, left nullspace, row space and column",eigenvec_val
"complex conjugate pair λn−1 = λ n. There are several ways to get around this limitation,",computations
The reader will recognize this as a disguised form of 2C: Every m by n system Ax = 0,vector spaces
"where? When does Ax go clockwise, instead of counterclockwise with x?",eigenvec_val
2x − y = 1,gauss elim
detA3 = detA = 4.,pos_def_matrices
"three Gershgorin circles for J. Show that all the radii satisfy ri < 1, and that the",computations
matrix B invertible? How would you ﬁnd B−1 from A−1?,gauss elim
improved approximation xk+1 from the previous xk. We can stop when we want to.,computations
"to (−6,0), what is the new solution?",gauss elim
"ify that P1 +P2 +P3 = I. The basis a1, a2, a3 is orthogonal!",orthogonality
"If we perturb the matrix A instead of the right-hand side b, then",computations
(b) Choose signs so that Av1 = σ1u1 and verify the SVD:,pos_def_matrices
Chapter 1 Matrices and Gaussian Elimination,gauss elim
"sometimes called the connectivity matrix, or the topology matrix. When the graph has m",vector spaces
The pivot a11 = 1 is nonzero. The usual elementary operations will produce zeros in the,vector spaces
Multiplying a+ib times c+id uses the rule that i2 = −1:,eigenvec_val
We now ask a different question. Suppose we insist that the diet contain some small,linear_prog
"to it in Chapter 5. The goal is to make the matrix diagonal, as achieved for P and H. To",vector spaces
= LDU = L,determinants
diagonal U−1AU is impossible. But “Schur’s lemma” in 5R is very useful—at least to,eigenvec_val
"complex matrices, Σ remains real but U and V become unitary (the complex version of",pos_def_matrices
"Therefore the rows of A − I add up to the zero row, they are linearly dependent, and",eigenvec_val
2 is sent to the Americas.,eigenvec_val
The matrix eAt is never singular. One proof is to look at its eigenvalues; if λ is an,eigenvec_val
"way out of any basis whatsoever. This construction, which converts a skewed set of axes",orthogonality
extra properties are true?,vector spaces
